cod_municipio,UF,municipio,populacao,faixa_populacao,regiao,atendimento_website,atendimento_whatsapp,atendimento_telefone,nao_disponibiliza_atendimento_distancia,tipo_conexao_internet,tem_estrutura_t,ti_funcionarios_efetivos,ti_terceirizados,tem_cpd,software_interno,software_sociedade,nao_desenvolveu_software,A página da prefeitura na internet está,servico_ouvidoria_online,servico_consulta_processos,servico_nota_fiscal_eletronica,servico_agendamento_saude,site_mobile,tem_inclusao_digital,curso_informatica_populacao,tem_wifi_publico,consulta_publica_online,tem_portal_transparencia,tem_portal_dados_abertos,acessibilidade_sem_mouse,acessibilidade_libras
3127354,MG,Glaucilândia,2991,1 - Até 5000,3 - Sudeste,Sim,Sim,Sim,Não,Via cabo ou fibra ótica,Não,-,-,Não,Não,Não,Sim,Ativa,Sim,Não,Não,Não,Não,Não,-,Não,Sim,Sim,Não,Não,Não
3127370,MG,Goiabeira,2869,1 - Até 5000,3 - Sudeste,Sim,Sim,Sim,Não,Via cabo ou fibra ótica,Sim,Não,Sim,Sim,Não,Não,Sim,Ativa,Sim,Não,Sim,Não,Não,Sim,Sim,Não,Não,Sim,Sim,Não,Sim
3127388,MG,Goianá,4190,1 - Até 5000,3 - Sudeste,Sim,Não,Sim,Não,Não sabe informar,Sim,Não,Sim,Não,Não,Não,Sim,Ativa,Não,Não,Sim,Não,Não,Sim,Não,Não,Não,Sim,Sim,Não,Não
3127404,MG,Gonçalves,4891,1 - Até 5000,3 - Sudeste,Sim,Sim,Sim,Não,Via rádio,Sim,Não,Sim,Não,Não,Não,Sim,Ativa,Sim,Não,Sim,Não,Sim,Não,-,Sim,Não,Sim,Sim,Não,Não
3127503,MG,Gonzaga,5271,2 - 5001 até 10000,3 - Sudeste,Sim,Sim,Não,Não,Via cabo ou fibra ótica,Não,-,-,Sim,Não,Não,Sim,Ativa,Não,Não,Sim,Não,Não,Sim,Não,Sim,Não,Sim,Não,Não,Não
3127602,MG,Gouveia,11549,3 - 10001 até 20000,3 - Sudeste,Sim,Não,Sim,Não,Via cabo ou fibra ótica,Não,-,-,Não,Não,Não,Sim,Ativa,Sim,Não,Sim,Não,Não,Sim,Não,Não,Sim,Sim,Não,Sim,Não
3127701,MG,Governador Valadares,266649,6 - 100001 até 500000,3 - Sudeste,Sim,Sim,Sim,Não,Via cabo ou fibra ótica,Sim,Sim,Sim,Sim,Sim,Não,Não,Ativa,Sim,Sim,Sim,Sim,Sim,Sim,Não,Sim,Sim,Sim,Sim,Sim,Não
3127800,MG,Grão Mogol,14091,3 - 10001 até 20000,3 - Sudeste,Sim,Não,Sim,Não,Via cabo ou fibra ótica,Sim,Não,Não,Sim,Não,Não,Sim,Ativa,Não,Não,Não,Não,Sim,Não,-,Não,Sim,Sim,Não,Não,Não
3127909,MG,Grupiara,1426,1 - Até 5000,3 - Sudeste,Sim,Não,Sim,Não,Via cabo ou fibra ótica,Sim,Sim,Sim,Sim,Não,Não,Sim,Ativa,Sim,Sim,Sim,Não,Sim,Não,-,Não,Não,Sim,Não,-,-
3128006,MG,Guanhães,33434,4 - 20001 até 50000,3 - Sudeste,Sim,Não,Sim,Não,Via cabo ou fibra ótica,Sim,Sim,Não,Sim,Não,Não,Sim,Ativa,Sim,Não,Não,Não,Não,Sim,Não,Não,Não,Sim,Não,Não,Não
3128105,MG,Guapé,14073,3 - 10001 até 20000,3 - Sudeste,Sim,Não,Sim,Não,Via cabo ou fibra ótica,Não,-,-,Não,Não,Não,Sim,Ativa,Sim,Não,Sim,Não,Sim,Não,-,Não,Não,Sim,Não,Sim,Sim
3128204,MG,Guaraciaba,9921,2 - 5001 até 10000,3 - Sudeste,Sim,Sim,Sim,Não,Via cabo ou fibra ótica,Sim,Sim,Não,Sim,Não,Não,Sim,Ativa,Sim,Não,Sim,Não,Não,Não,-,Sim,Não,Sim,Sim,Não,Não
3128253,MG,Guaraciama,5203,2 - 5001 até 10000,3 - Sudeste,Sim,Não,Sim,Não,Via cabo ou fibra ótica,Não,-,-,Não,Não,Não,Sim,Ativa,Sim,Sim,Sim,Não,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Não
3128303,MG,Guaranésia,19611,3 - 10001 até 20000,3 - Sudeste,Sim,Não,Sim,Não,Via cabo ou fibra ótica,Sim,Sim,Não,Sim,Não,Não,Sim,Ativa,Não,Não,Sim,Não,Não,Sim,Sim,Não,Sim,Sim,Não,-,-
3128402,MG,Guarani,7780,2 - 5001 até 10000,3 - Sudeste,Sim,Não,Sim,Não,Via cabo ou fibra ótica,Não,-,-,Não,Não,Não,Sim,Ativa,Sim,Não,Sim,Não,Sim,Sim,Não,Não,Não,Sim,Não,Sim,Não
3128501,MG,Guarará,3132,1 - Até 5000,3 - Sudeste,Sim,Não,Sim,Não,Via cabo ou fibra ótica,Não,-,-,Não,Não,Não,Sim,Ativa,Sim,Não,Sim,Não,Não,Sim,Não,Sim,Não,Sim,Não,Não,Não
3128600,MG,Guarda-Mor,6684,2 - 5001 até 10000,3 - Sudeste,Sim,Sim,Sim,Não,Via cabo ou fibra ótica,Sim,Não,Sim,Sim,Sim,Não,Não,Ativa,Sim,Sim,Sim,Não,Sim,Não,-,Não,Sim,Sim,Não,Não,Não
3128709,MG,Guaxupé,52621,5 - 50001 até 100000,3 - Sudeste,Sim,Sim,Sim,Não,Via cabo ou fibra ótica,Sim,Sim,Não,Sim,Sim,Não,Não,Ativa,Sim,Não,Sim,Não,Sim,Sim,Não,Sim,Sim,Sim,Sim,Não,Sim
3128808,MG,Guidoval,7284,2 - 5001 até 10000,3 - Sudeste,Sim,Não,Sim,Não,Via cabo ou fibra ótica,Sim,Não,Sim,Não,Sim,Não,Não,Ativa,Sim,Sim,Sim,Não,Não,Não,-,Não,Não,Sim,Sim,Sim,Não
3128907,MG,Guimarânia,8808,2 - 5001 até 10000,3 - Sudeste,Sim,Não,Não,Não,Via cabo ou fibra ótica,Sim,Não,Sim,Sim,Sim,Não,Não,Ativa,Sim,Sim,Sim,Sim,Não,Não,-,Sim,Não,Sim,Sim,Não,Não
3129004,MG,Guiricema,7850,2 - 5001 até 10000,3 - Sudeste,Sim,Sim,Sim,Não,Via cabo ou fibra ótica,Não,-,-,Não,Sim,Não,Não,Ativa,Não,Não,Sim,Não,Sim,Não,-,Sim,Não,Sim,Sim,Sim,Sim
3129103,MG,Gurinhatã,5203,2 - 5001 até 10000,3 - Sudeste,Sim,Não,Sim,Não,Via cabo ou fibra ótica,Sim,Não,Sim,Não,Sim,Não,Não,Ativa,Sim,Não,Sim,Não,Não,Sim,Não,Não,Não,Sim,Não,Não,Não
3129202,MG,Heliodora,6274,2 - 5001 até 10000,3 - Sudeste,Sim,Sim,Sim,Não,Via cabo ou fibra ótica,Sim,Não,Sim,Sim,Não,Não,Sim,Ativa,Sim,Não,Sim,Não,Sim,Sim,Não,Não,Não,Sim,Não,Não,Sim
3129301,MG,Iapu,12486,3 - 10001 até 20000,3 - Sudeste,Sim,Sim,Sim,Não,Via cabo ou fibra ótica,Não,-,-,Não,Não,Não,Sim,Ativa,Sim,Sim,Não,Não,Não,Não,-,Não,Não,Sim,Não,-,-
3129400,MG,Ibertioga,5334,2 - 5001 até 10000,3 - Sudeste,Sim,Não,Sim,Não,Via cabo ou fibra ótica,Não,-,-,Não,Não,Não,Sim,Ativa,Sim,Sim,Não,Não,Não,Não,-,Não,Não,Sim,Não,-,-
3129509,MG,Ibiá,22596,4 - 20001 até 50000,3 - Sudeste,Sim,Não,Não,Não,Via cabo ou fibra ótica,Sim,Sim,Não,Sim,Não,Não,Sim,Ativa,Sim,Não,Sim,Não,Não,Não,-,Sim,Não,Sim,Não,Sim,Sim
3129608,MG,Ibiaí,6254,2 - 5001 até 10000,3 - Sudeste,Sim,Não,Sim,Não,Via cabo ou fibra ótica,Sim,Sim,Sim,Não,Sim,Sim,Não,Ativa,Sim,Não,Não,Não,Não,Sim,Não,Sim,Não,Sim,Não,Não,Não
3129657,MG,Ibiracatu,5139,2 - 5001 até 10000,3 - Sudeste,Não,Não,Sim,Não,Via cabo ou fibra ótica,Não,-,-,Não,Não,Não,Sim,Ativa,Não,Sim,Não,Não,Sim,Não,-,Não,Não,Sim,Não,Sim,Sim
3129707,MG,Ibiraci,11057,3 - 10001 até 20000,3 - Sudeste,Sim,Sim,Sim,Não,Via cabo ou fibra ótica,Sim,Sim,Não,Sim,Sim,Sim,Não,Ativa,Sim,Sim,Sim,Não,Sim,Sim,Não,Não,Sim,Sim,Sim,Sim,Sim
3129806,MG,Ibirité,178713,6 - 100001 até 500000,3 - Sudeste,Sim,Sim,Sim,Não,Via cabo ou fibra ótica,Sim,Não,Não,Sim,Não,Não,Sim,Ativa,Sim,Sim,Sim,Sim,Sim,Sim,Não,Sim,Sim,Sim,Sim,Sim,Sim
3129905,MG,Ibitiúra de Minas,3439,1 - Até 5000,3 - Sudeste,Sim,Não,Sim,Não,Via cabo ou fibra ótica,Sim,Sim,Não,Sim,Não,Não,Sim,Ativa,Sim,Não,Sim,Não,Não,Não,-,Sim,Não,Sim,Não,Sim,Não
3130002,MG,Ibituruna,2740,1 - Até 5000,3 - Sudeste,Sim,Não,Não,Não,Via cabo ou fibra ótica,Sim,Não,Não,Não,Não,Não,Sim,Ativa,Sim,Não,Sim,Sim,Não,Não,-,Não,Não,Sim,Não,Não,Não
3130051,MG,Icaraí de Minas,10912,3 - 10001 até 20000,3 - Sudeste,Sim,Não,Não,Não,Via cabo ou fibra ótica,Não,-,-,Não,Não,Não,Sim,Ativa,Sim,Não,Sim,Não,Não,Não,-,Sim,Sim,Sim,Não,Sim,Não
3130101,MG,Igarapé,48475,4 - 20001 até 50000,3 - Sudeste,Sim,Sim,Sim,Não,Via cabo ou fibra ótica,Sim,Não,Sim,Sim,Sim,Não,Não,Ativa,Sim,Sim,Sim,Não,Sim,Sim,Não,Sim,Sim,Sim,Sim,Sim,Sim
3130200,MG,Igaratinga,11252,3 - 10001 até 20000,3 - Sudeste,Sim,Não,Sim,Não,Via cabo ou fibra ótica,Sim,Sim,Não,Não,Não,Não,Sim,Ativa,Sim,Não,Não,Não,Sim,Não,-,Não,Não,Sim,Não,Não,Não
3130309,MG,Iguatama,6845,2 - 5001 até 10000,3 - Sudeste,Sim,Sim,Sim,Não,"Via modem Via linha telefônica (DSL)G, Via rádioG ou Via satéliteG",Sim,Não,Sim,Não,Não,Não,Sim,Ativa,Sim,Não,Sim,Não,Não,Não,-,Não,Não,Sim,Não,Não,Não
3130408,MG,Ijaci,7291,2 - 5001 até 10000,3 - Sudeste,Não,Não,Não,Não,Via cabo ou fibra ótica,Sim,Sim,Não,Sim,Sim,Não,Não,Ativa,Não,Sim,Sim,Não,Não,Sim,Não,Não,Sim,Sim,Não,Sim,Não
3130507,MG,Ilicínea,13171,3 - 10001 até 20000,3 - Sudeste,Sim,Sim,Sim,Não,Via cabo ou fibra ótica,Sim,Sim,Não,Sim,Não,Não,Sim,Ativa,Sim,Sim,Sim,Não,Sim,Sim,Não,Não,Não,Sim,Sim,Não,Não
3130556,MG,Imbé de Minas,7208,2 - 5001 até 10000,3 - Sudeste,Sim,Não,Sim,Não,Via cabo ou fibra ótica,Sim,Sim,Sim,Não,Não,Não,Sim,Ativa,Sim,Sim,Sim,Não,Não,Não,-,Não,Não,Sim,Não,Sim,Sim
3130606,MG,Inconfidentes,7510,2 - 5001 até 10000,3 - Sudeste,Sim,Sim,Sim,Não,Via cabo ou fibra ótica,Sim,Não,Sim,Não,Não,Não,Sim,Ativa,Sim,Não,Sim,Não,Não,Não,-,Não,Não,Sim,Não,Não,Não
3130655,MG,Indaiabira,6379,2 - 5001 até 10000,3 - Sudeste,Sim,Não,Não,Não,Via rádio,Não,-,-,Não,Não,Não,Sim,Ativa,Não,Não,Sim,Não,Não,Não,-,Não,Sim,Sim,Não,Sim,Não
3130705,MG,Indianópolis,6309,2 - 5001 até 10000,3 - Sudeste,Sim,Não,Sim,Não,Via cabo ou fibra ótica,Sim,Não,Sim,Sim,Sim,Não,Não,Ativa,Sim,Não,Sim,Não,Sim,Sim,Não,Não,Não,Sim,Não,Não,Não
3130804,MG,Ingaí,2633,1 - Até 5000,3 - Sudeste,Sim,Sim,Sim,Não,Via cabo ou fibra ótica,Sim,Não,Não,Sim,Não,Não,Sim,Ativa,Sim,Não,Sim,Não,Não,Não,-,Sim,Não,Sim,Não,Não,Não
3130903,MG,Inhapim,23000,4 - 20001 até 50000,3 - Sudeste,Sim,Sim,Sim,Não,Via cabo ou fibra ótica,Sim,Não,Não,Não,Não,Não,Sim,Ativa,Sim,Sim,Sim,Não,Não,Sim,Sim,Não,Não,Sim,Sim,Sim,Sim
3131000,MG,Inhaúma,6435,2 - 5001 até 10000,3 - Sudeste,Sim,Sim,Sim,Não,Via cabo ou fibra ótica,Sim,Não,Não,Sim,Não,Não,Sim,Ativa,Sim,Não,Sim,Não,Não,Sim,Não,Não,Não,Sim,Não,Não,Sim
3131109,MG,Inimutaba,7587,2 - 5001 até 10000,3 - Sudeste,Sim,Não,Não,Não,Via cabo ou fibra ótica,Sim,Não,Sim,Sim,Não,Não,Sim,Ativa,Sim,Não,Sim,Não,Não,Sim,Não,Sim,Não,Sim,Não,Não,Não
3131158,MG,Ipaba,17554,3 - 10001 até 20000,3 - Sudeste,Sim,Não,Sim,Não,Via cabo ou fibra ótica,Sim,Sim,Não,Não,Não,Não,Sim,Ativa,Sim,Sim,Sim,Não,Não,Sim,Não,Sim,Não,Sim,Sim,Sim,Não
3131208,MG,Ipanema,20095,4 - 20001 até 50000,3 - Sudeste,Sim,Sim,Sim,Não,Via cabo ou fibra ótica,Sim,Sim,Sim,Não,Sim,Não,Não,Ativa,Sim,Não,Sim,Não,Sim,Sim,Não,Sim,Não,Sim,Não,Não,Não
3131307,MG,Ipatinga,235445,6 - 100001 até 500000,3 - Sudeste,Sim,Sim,Não,Não,Via cabo ou fibra ótica,Sim,Sim,Sim,Sim,Sim,Não,Não,Ativa,Sim,Não,Sim,Sim,Não,Não,-,Sim,Não,Sim,Não,Sim,Sim
3131406,MG,Ipiaçu,3823,1 - Até 5000,3 - Sudeste,Sim,Não,Sim,Não,Via cabo ou fibra ótica,Sim,Não,Sim,Sim,Sim,Não,Não,Ativa,Sim,Sim,Sim,Não,Sim,Sim,Não,Não,Não,Sim,Não,Sim,Não
3131505,MG,Ipuiúna,9299,2 - 5001 até 10000,3 - Sudeste,Sim,Não,Sim,Não,Via cabo ou fibra ótica,Não,-,-,Não,Não,Não,Sim,Ativa,Sim,Não,Sim,Não,Não,Não,-,Não,Não,Sim,Não,-,-
3131604,MG,Iraí de Minas,7423,2 - 5001 até 10000,3 - Sudeste,Sim,Não,Não,Não,Via cabo ou fibra ótica,Sim,Não,Sim,Sim,Sim,Não,Não,Ativa,Sim,Não,Sim,Não,Não,Sim,Não,Não,Não,Sim,Não,Não,Não
3131703,MG,Itabira,117747,6 - 100001 até 500000,3 - Sudeste,Sim,Não,Sim,Não,Via cabo ou fibra ótica,Sim,Sim,Sim,Sim,Sim,Não,Não,Ativa,Sim,Sim,Sim,Não,Sim,Sim,Não,Sim,Não,Sim,Não,Não,Não
3131802,MG,Itabirinha,10560,3 - 10001 até 20000,3 - Sudeste,Sim,Não,Sim,Não,Via cabo ou fibra ótica,Sim,Sim,Não,Sim,Não,Não,Sim,Ativa,Sim,Não,Sim,Não,Não,Não,-,Não,Não,Sim,Não,Sim,Não
3131901,MG,Itabirito,55877,5 - 50001 até 100000,3 - Sudeste,Sim,Sim,Sim,Não,Via cabo ou fibra ótica,Sim,Sim,Sim,Sim,Não,Não,Sim,Ativa,Sim,Sim,Sim,Não,Sim,Sim,Sim,Sim,Sim,Sim,Não,Sim,Não
3132008,MG,Itacambira,4265,1 - Até 5000,3 - Sudeste,Não,Não,Sim,Não,Via cabo ou fibra ótica,Não,-,-,Sim,Não,Não,Sim,Ativa,Não,Sim,Não,Não,Não,Não,-,Sim,Não,Sim,Não,Sim,Não
3132107,MG,Itacarambi,17521,3 - 10001 até 20000,3 - Sudeste,Sim,Não,Sim,Não,Via cabo ou fibra ótica,Não,-,-,Não,Não,Não,Sim,Ativa,Sim,Não,Sim,Não,Não,Sim,Não,Não,Sim,Sim,Não,Sim,Sim
3132206,MG,Itaguara,14325,3 - 10001 até 20000,3 - Sudeste,Sim,Sim,Sim,Não,Via cabo ou fibra ótica,Sim,Não,Não,Não,Não,Não,Sim,Ativa,Sim,Não,Não,Não,Sim,Sim,Sim,Sim,Não,Sim,Não,Sim,Não
3132305,MG,Itaipé,10549,3 - 10001 até 20000,3 - Sudeste,Sim,Sim,Não,Não,Via cabo ou fibra ótica,Não,-,-,Não,Não,Não,Sim,Ativa,Sim,Sim,Sim,Não,Não,Não,-,Sim,Não,Sim,Não,Não,Não
3132404,MG,Itajubá,96632,5 - 50001 até 100000,3 - Sudeste,Sim,Sim,Não,Não,Via cabo ou fibra ótica,Sim,Sim,Não,Sim,Sim,Não,Não,Ativa,Sim,Sim,Sim,Não,Não,Não,-,Sim,Sim,Sim,Não,-,-
3132503,MG,Itamarandiba,34137,4 - 20001 até 50000,3 - Sudeste,Sim,Sim,Sim,Não,Via cabo ou fibra ótica,Sim,Sim,Não,Não,Sim,Sim,Não,Ativa,Sim,Não,Não,Não,Sim,Sim,Não,Não,Sim,Sim,Sim,Sim,Não
3132602,MG,Itamarati de Minas,3730,1 - Até 5000,3 - Sudeste,Sim,Não,Sim,Não,Via cabo ou fibra ótica,Sim,Sim,Sim,Não,Não,Não,Sim,Ativa,Não,Não,Sim,Não,Não,Sim,Não,Sim,Sim,Sim,Não,Não,Não
3132701,MG,Itambacuri,21296,4 - 20001 até 50000,3 - Sudeste,Sim,Não,Não,Não,Via cabo ou fibra ótica,Não,-,-,Não,Não,Não,Sim,Ativa,Não,Não,Sim,Não,Não,Sim,Não,Sim,Não,Sim,Não,Não,Sim
3132800,MG,Itambé do Mato Dentro,2175,1 - Até 5000,3 - Sudeste,Sim,Sim,Sim,Não,Via cabo ou fibra ótica,Não,-,-,Não,Não,Sim,Não,Ativa,Sim,Sim,Sim,Não,Não,Não,-,Não,Não,Sim,Sim,Sim,Sim
3132909,MG,Itamogi,11062,3 - 10001 até 20000,3 - Sudeste,Sim,Sim,Sim,Não,Via cabo ou fibra ótica,Sim,Não,Não,Sim,Não,Não,Sim,Ativa,Sim,Não,Não,Não,Sim,Sim,Não,Não,Não,Sim,Sim,Sim,Não
3133006,MG,Itamonte,15193,3 - 10001 até 20000,3 - Sudeste,Sim,Não,Sim,Não,Via cabo ou fibra ótica,Sim,Sim,Não,Sim,Não,Não,Sim,Ativa,Sim,Não,Sim,Não,Não,Sim,Sim,Não,Não,Sim,Não,Sim,Não
3133105,MG,Itanhandu,15684,3 - 10001 até 20000,3 - Sudeste,Sim,Sim,Sim,Não,Via cabo ou fibra ótica,Sim,Sim,Sim,Sim,Sim,Não,Não,Ativa,Sim,Não,Sim,Não,Sim,Sim,Sim,Não,Sim,Sim,Sim,Sim,Sim
3133204,MG,Itanhomi,11298,3 - 10001 até 20000,3 - Sudeste,Sim,Sim,Sim,Não,Via cabo ou fibra ótica,Não,-,-,Não,Não,Não,Sim,Ativa,Sim,Não,Sim,Não,Não,Não,-,Não,Não,Sim,Não,Não,Não
3133303,MG,Itaobim,19354,3 - 10001 até 20000,3 - Sudeste,Sim,Não,Sim,Não,Via cabo ou fibra ótica,Sim,Não,Não,Sim,Sim,Não,Não,Ativa,Sim,Sim,Sim,Não,Sim,Sim,Sim,Não,Sim,Sim,Não,Não,Não
3133402,MG,Itapagipe,14004,3 - 10001 até 20000,3 - Sudeste,Sim,Sim,Sim,Não,Via cabo ou fibra ótica,Sim,Não,Sim,Sim,Sim,Não,Não,Ativa,Sim,Não,Sim,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não
3133501,MG,Itapecerica,21462,4 - 20001 até 50000,3 - Sudeste,Sim,Sim,Sim,Não,Via cabo ou fibra ótica,Não,-,-,Não,Não,Não,Sim,Ativa,Sim,Não,Sim,Não,Sim,Sim,Não,Sim,Não,Sim,Sim,Não,Não
3133600,MG,Itapeva,13332,3 - 10001 até 20000,3 - Sudeste,Sim,Não,Sim,Não,Via cabo ou fibra ótica,Sim,Não,Não,Sim,Sim,Não,Não,Ativa,Sim,Sim,Sim,Não,Não,Não,-,Sim,Não,Sim,Sim,Sim,Não
3133709,MG,Itatiaiuçu,13603,3 - 10001 até 20000,3 - Sudeste,Sim,Não,Sim,Não,Via cabo ou fibra ótica,Sim,Sim,Sim,Não,Não,Não,Sim,Ativa,Sim,Sim,Sim,Não,Não,Não,-,Sim,Sim,Sim,Sim,Sim,Sim
3133758,MG,Itaú de Minas,14655,3 - 10001 até 20000,3 - Sudeste,Sim,Sim,Sim,Não,Via cabo ou fibra ótica,Sim,Sim,Não,Sim,Não,Não,Sim,Ativa,Sim,Sim,Sim,Não,Sim,Não,-,Sim,Sim,Sim,Sim,Sim,Sim
3133808,MG,Itaúna,102500,6 - 100001 até 500000,3 - Sudeste,Sim,Sim,Sim,Não,Via cabo ou fibra ótica,Sim,Sim,Não,Sim,Não,Não,Sim,Ativa,Sim,Sim,Sim,Não,Sim,Não,-,Não,Não,Sim,Não,Sim,Não
3133907,MG,Itaverava,5752,2 - 5001 até 10000,3 - Sudeste,Sim,Sim,Sim,Não,Via cabo ou fibra ótica,Sim,Sim,Não,Sim,Sim,Sim,Não,Ativa,Sim,Não,Sim,Não,Sim,Sim,Sim,Não,Não,Sim,Sim,Sim,Não
3134004,MG,Itinga,13982,3 - 10001 até 20000,3 - Sudeste,Sim,Sim,Sim,Não,"Via modem Via linha telefônica (DSL)G, Via rádioG ou Via satéliteG",Não,-,-,Não,Sim,Não,Não,Ativa,Sim,Não,Sim,Não,Não,Sim,Sim,Não,Não,Sim,Não,-,-
3134103,MG,Itueta,6218,2 - 5001 até 10000,3 - Sudeste,Sim,Não,Sim,Não,Via cabo ou fibra ótica,Não,-,-,Não,Não,Não,Sim,Ativa,Sim,Não,Sim,Não,Sim,Sim,Sim,Não,Não,Sim,Não,Não,Não
3134202,MG,Ituiutaba,106397,6 - 100001 até 500000,3 - Sudeste,Sim,Sim,Sim,Não,Via cabo ou fibra ótica,Sim,Não,Não,Sim,Sim,Sim,Não,Ativa,Sim,Sim,Sim,Não,Sim,Sim,Não,Sim,Não,Sim,Não,Não,Sim
3134301,MG,Itumirim,6845,2 - 5001 até 10000,3 - Sudeste,Sim,Não,Não,Não,Via cabo ou fibra ótica,Não,-,-,Não,Não,Sim,Não,Ativa,Não,Não,Sim,Não,Sim,Não,-,Não,Sim,Sim,Não,Não,Sim
3134400,MG,Iturama,40011,4 - 20001 até 50000,3 - Sudeste,Sim,Não,Sim,Não,Via cabo ou fibra ótica,Sim,Não,Sim,Sim,Não,Não,Sim,Ativa,Sim,Sim,Sim,Não,Não,Sim,Não,Sim,Não,Sim,Não,Sim,Não
3134509,MG,Itutinga,4347,1 - Até 5000,3 - Sudeste,Sim,Não,Sim,Não,Via cabo ou fibra ótica,Não,-,-,Não,Não,Não,Sim,Ativa,Sim,Sim,Sim,Não,Sim,Sim,Não,Não,Sim,Sim,Não,Não,Não
3134608,MG,Jaboticatubas,21214,4 - 20001 até 50000,3 - Sudeste,Sim,Sim,Sim,Não,Via cabo ou fibra ótica,Não,-,-,Sim,Sim,Sim,Não,Ativa,Sim,Sim,Sim,Não,Sim,Sim,Não,Não,Não,Sim,Sim,Não,Não
3134707,MG,Jacinto,11169,3 - 10001 até 20000,3 - Sudeste,Sim,Não,Não,Não,Via cabo ou fibra ótica,Sim,-,-,Sim,Não,Não,Sim,Ativa,Sim,Sim,Sim,Não,Não,Não,-,Não,Sim,Sim,Sim,Sim,Sim
3134806,MG,Jacuí,7663,2 - 5001 até 10000,3 - Sudeste,Sim,Não,Sim,Não,Via cabo ou fibra ótica,Sim,Não,Sim,Sim,Não,Não,Sim,Ativa,Sim,Não,Sim,Não,Não,Não,-,Não,Não,Sim,Sim,-,-
3134905,MG,Jacutinga,26705,4 - 20001 até 50000,3 - Sudeste,Sim,Sim,Sim,Não,Via cabo ou fibra ótica,Sim,Não,Sim,Sim,Não,Sim,Não,Em manutenção ou reestruturação,Sim,Não,Sim,Não,Não,Sim,Não,Sim,Não,Sim,Não,-,-
3135001,MG,Jaguaraçu,3173,1 - Até 5000,3 - Sudeste,Sim,Não,Sim,Não,Via cabo ou fibra ótica,Sim,Não,Não,Sim,Não,Não,Sim,Ativa,Sim,Não,Sim,Não,Sim,Não,-,Não,Não,Sim,Não,Sim,Não
3135050,MG,Jaíba,39379,4 - 20001 até 50000,3 - Sudeste,Sim,Não,Sim,Não,Via cabo ou fibra ótica,Sim,Não,Não,Sim,Sim,Não,Não,Ativa,Sim,Sim,Sim,Sim,Não,Sim,Não,Não,Sim,Sim,Sim,Sim,Não
3135076,MG,Jampruca,4306,1 - Até 5000,3 - Sudeste,Não,Não,Sim,Não,Via cabo ou fibra ótica,Não,-,-,Não,Não,Não,Sim,Ativa,Não,Não,Não,Não,Não,Não,-,Não,Não,Sim,Não,Não,Não
3135100,MG,Janaúba,73281,5 - 50001 até 100000,3 - Sudeste,Sim,Sim,Sim,Não,Via cabo ou fibra ótica,Sim,Sim,Não,Sim,Sim,Não,Não,Ativa,Sim,Não,Sim,Não,Sim,Sim,Não,Sim,Sim,Sim,Não,Sim,Sim
3135209,MG,Januária,67087,5 - 50001 até 100000,3 - Sudeste,Sim,Sim,Sim,Não,Via cabo ou fibra ótica,Sim,Sim,Não,Sim,Não,Não,Sim,Ativa,Sim,Não,Não,Não,Sim,Não,-,Não,Sim,Sim,Não,Sim,Sim
3135308,MG,Japaraíba,4672,1 - Até 5000,3 - Sudeste,Sim,Sim,Sim,Não,Via cabo ou fibra ótica,Sim,Não,Não,Sim,Não,Não,Sim,Ativa,Sim,Sim,Sim,Não,Não,Sim,Não,Sim,Sim,Sim,Sim,Sim,Não
3135357,MG,Japonvar,8357,2 - 5001 até 10000,3 - Sudeste,Sim,Não,Sim,Não,Via cabo ou fibra ótica,Não,-,-,Não,Não,Não,Sim,Ativa,Não,Não,Sim,Não,Não,Não,-,Sim,Sim,Sim,Não,Não,Não
3135407,MG,Jeceaba,6428,2 - 5001 até 10000,3 - Sudeste,Sim,Sim,Sim,Não,Via cabo ou fibra ótica,Sim,Sim,Não,Não,Sim,Não,Não,Ativa,Sim,Não,Não,Não,Sim,Sim,Sim,Não,Sim,Sim,Não,Sim,Não
3135456,MG,Jenipapo de Minas,6124,2 - 5001 até 10000,3 - Sudeste,Sim,Sim,Sim,Não,Via cabo ou fibra ótica,Não,-,-,Não,Sim,Não,Não,Ativa,Sim,Sim,Sim,Não,Não,Não,-,Não,Sim,Sim,Não,Não,Não
3135506,MG,Jequeri,12652,3 - 10001 até 20000,3 - Sudeste,Sim,Sim,Sim,Não,Via cabo ou fibra ótica,Sim,Não,Sim,Sim,Não,Não,Sim,Ativa,Sim,Sim,Sim,Não,Não,Não,-,Não,Não,Sim,Não,Não,Não
3135605,MG,Jequitaí,6460,2 - 5001 até 10000,3 - Sudeste,Não,Não,Sim,Não,Via cabo ou fibra ótica,Não,-,-,Não,Sim,Não,Não,Ativa,Não,Sim,Sim,Não,Não,Não,-,Sim,Não,Sim,Não,Não,Não
3135704,MG,Jequitibá,6098,2 - 5001 até 10000,3 - Sudeste,Sim,Não,Sim,Não,Via cabo ou fibra ótica,Não,-,-,Não,Não,Não,Sim,Ativa,Sim,Sim,Sim,Não,Sim,Não,-,Não,Não,Sim,Não,Sim,Sim
